"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
2345,"EFSI","medium_airport","Seinäjoki Airport",62.6921,22.8323,302,"EU","FI","FI-LS","Seinäjoki / Ilmajoki","yes","EFSI","SJY","","","http://en.wikipedia.org/wiki/Sein%C3%A4joki_Airport",""
2346,"EFSO","medium_airport","Sodankyla Airport",67.395,26.6191,602,"EU","FI","FI-LL","Sodankyla","no","EFSO","SOT","","","http://en.wikipedia.org/wiki/Sodankyl%C3%A4_Airfield",""
2347,"EFTP","medium_airport","Tampere-Pirkkala Airport",61.4141,23.6044,390,"EU","FI","FI-LS","Tampere / Pirkkala","yes","EFTP","TMP","","https://www.finavia.fi/en/tampere-pirkkala/","http://en.wikipedia.org/wiki/Tampere-Pirkkala_Airport",""
2349,"EFTU","medium_airport","Turku Airport",60.5141,22.2628,161,"EU","FI","FI-LS","Turku","yes","EFTU","TKU","","https://www.finavia.fi/en/turku/","http://en.wikipedia.org/wiki/Turku_Airport",""
2351,"EFVA","medium_airport","Vaasa Airport",63.0507,21.7622,19,"EU","FI","FI-LS","Vaasa","yes","EFVA","VAA","","http://www.finavia.fi/en/vaasa/","http://en.wikipedia.org/wiki/Vaasa_Airport",""
2352,"EFVR","medium_airport","Varkaus Airport",62.1711,27.8686,286,"EU","FI","FI-IS","Varkaus / Joroinen","yes","EFVR","VRK","","http://www.finavia.fi/en/varkaus/","http://en.wikipedia.org/wiki/Varkaus_Airport",""
2385,"EGAA","large_airport","Belfast International Airport",54.6575,-6.21583,268,"EU","GB","GB-NIR","Belfast","yes","EGAA","BFS","","http://www.belfastairport.com/","http://en.wikipedia.org/wiki/Belfast_International_Airport","Aldergrove, RAF Aldergrove"
2386,"EGAB","medium_airport","St Angelo Airport",54.3989,-7.65167,155,"EU","GB","GB-NIR","Enniskillen","no","EGAB","ENK","","","http://en.wikipedia.org/wiki/Enniskillen/St_Angelo_Airport",""
2387,"EGAC","large_airport","George Best Belfast City Airport",54.6181,-5.8725,15,"EU","GB","GB-NIR","Belfast","yes","EGAC","BHD","","http://www.belfastcityairport.com/","http://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport",""
2388,"EGAE","medium_airport","City of Derry Airport",55.0428,-7.16111,22,"EU","GB","GB-NIR","Derry","yes","EGAE","LDY","","http://www.cityofderryairport.com/","http://en.wikipedia.org/wiki/City_of_Derry_Airport","Londonderry Eglinton Airport"
2389,"EGBB","large_airport","Birmingham International Airport",52.4539,-1.74803,327,"EU","GB","GB-ENG","Birmingham","yes","EGBB","BHX","","http://www.bhx.co.uk/","http://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom)",""
2390,"EGBE","medium_airport","Coventry Airport",52.3697,-1.47972,267,"EU","GB","GB-ENG","Coventry","no","EGBE","CVT","","http://www.coventryairport.co.uk/","http://en.wikipedia.org/wiki/Coventry_Airport","RAF Baginton"
2392,"EGBJ","medium_airport","Gloucestershire Airport",51.8942,-2.16722,101,"EU","GB","GB-ENG","Staverton","no","EGBJ","GLO","","","http://en.wikipedia.org/wiki/Gloucestershire_Airport",""
2393,"EGBN","medium_airport","Nottingham Airport",52.92,-1.07917,138,"EU","GB","GB-ENG","Nottingham","yes","EGBN","NQT","","http://www.nottinghamairport.co.uk/","http://en.wikipedia.org/wiki/Nottingham_Airport",""
2398,"EGCC","large_airport","Manchester Airport",53.3537,-2.27495,257,"EU","GB","GB-ENG","Manchester","yes","EGCC","MAN","","http://www.manchesterairport.co.uk/","http://en.wikipedia.org/wiki/Manchester_Airport","Ringway Airport, RAF Ringway"
2401,"EGCN","large_airport","Robin Hood Doncaster Sheffield Airport",53.4805,-1.01066,55,"EU","GB","GB-ENG","Doncaster","yes","EGCN","DSA","","http://www.robinhoodairport.com/","http://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield","RAF Finningley"
2404,"EGHQ","medium_airport","Newquay Cornwall Airport",50.4406,-4.99541,390,"EU","GB","GB-ENG","Newquay","yes","EGHQ","NQY","","http://www.newquaycornwallairport.com/","http://en.wikipedia.org/wiki/Newquay_Cornwall_Airport","St Mawgan, EGDG"
2410,"EGDY","medium_airport","RNAS Yeovilton",51.0094,-2.63882,75,"EU","GB","GB-ENG","Yeovil","no","EGDY","YEO","","","http://en.wikipedia.org/wiki/RNAS_Yeovilton_(HMS_Heron)",""
2411,"EGEC","medium_airport","Campbeltown Airport",55.4372,-5.68639,42,"EU","GB","GB-SCT","Campbeltown","yes","EGEC","CAL","","http://www.hial.co.uk/campbeltown-airport.html","http://en.wikipedia.org/wiki/Campbeltown_Airport","Kintyre, RAF Machrihanish, Kinlochkilkerran"
2414,"EGFE","medium_airport","Haverfordwest Airport",51.8331,-4.96111,159,"EU","GB","GB-WLS","Haverfordwest","no","EGFE","HAW","","","http://en.wikipedia.org/wiki/Haverfordwest_Aerodrome",""
2415,"EGFF","large_airport","Cardiff International Airport",51.3967,-3.34333,220,"EU","GB","GB-WLS","Cardiff","yes","EGFF","CWL","","http://www.cwlfly.com/","http://en.wikipedia.org/wiki/Cardiff_International_Airport","Rhoose"
2416,"EGFH","medium_airport","Swansea Airport",51.6053,-4.06783,299,"EU","GB","GB-WLS","Swansea","no","EGFH","SWS","","","http://en.wikipedia.org/wiki/Swansea_Airport",""
2417,"EGGD","large_airport","Bristol Airport",51.3827,-2.71909,622,"EU","GB","GB-ENG","Bristol","yes","EGGD","BRS","","http://www.bristolairport.co.uk/","http://en.wikipedia.org/wiki/Bristol_International_Airport","Lulsgate Bottom"
2418,"EGGP","large_airport","Liverpool John Lennon Airport",53.3336,-2.84972,80,"EU","GB","GB-ENG","Liverpool","yes","EGGP","LPL","","http://www.liverpoolairport.com/","http://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport",""
2419,"EGGW","large_airport","London Luton Airport",51.8747,-0.368333,526,"EU","GB","GB-ENG","London","yes","EGGW","LTN","","http://www.london-luton.co.uk/en/","http://en.wikipedia.org/wiki/London_Luton_Airport","LON"
2421,"EGHH","large_airport","Bournemouth Airport",50.78,-1.8425,38,"EU","GB","GB-ENG","Bournemouth","yes","EGHH","BOH","","http://www.bournemouthairport.com/","http://en.wikipedia.org/wiki/Bournemouth_Airport","RAF Hurn"
2422,"EGHI","large_airport","Southampton Airport",50.9503,-1.3568,44,"EU","GB","GB-ENG","Southampton","yes","EGHI","SOU","","http://www.southamptonairport.com/","http://en.wikipedia.org/wiki/Southampton_Airport","RAF Eastleigh, RAF Southampton"
2423,"EGHL","medium_airport","Lasham Airport",51.1872,-1.0335,618,"EU","GB","GB-ENG","Lasham","no","EGHL","QLA","","http://www.lasham.org.uk/","http://en.wikipedia.org/wiki/Lasham_Airfield","Basingstoke, RAF Lasham"
2424,"EGJA","medium_airport","Alderney Airport",49.7061,-2.21472,290,"EU","GG","GG-U-A","Saint Anne","yes","EGJA","ACI","","","http://en.wikipedia.org/wiki/Alderney_Airport","The Blaye, Channel Islands"
2425,"EGJB","medium_airport","Guernsey Airport",49.435,-2.60197,336,"EU","GG","GG-U-A","Saint Peter Port","yes","EGJB","GCI","","","http://en.wikipedia.org/wiki/Guernsey_Airport","Channel Islands"
2426,"EGJJ","medium_airport","Jersey Airport",49.2079,-2.19551,277,"EU","JE","JE-U-A","Saint Helier","yes","EGJJ","JER","","http://www.jerseyairport.com/","http://en.wikipedia.org/wiki/Jersey_Airport","Channel Islands"
2427,"EGKA","medium_airport","Shoreham Airport",50.8356,-0.297222,7,"EU","GB","GB-ENG","Brighton","no","EGKA","ESH","","http://flybrighton.com","http://en.wikipedia.org/wiki/Shoreham_Airport",""
2428,"EGKB","medium_airport","London Biggin Hill Airport",51.3308,0.0325,598,"EU","GB","GB-ENG","London","no","EGKB","BQH","","http://www.bigginhillairport.com/","http://en.wikipedia.org/wiki/London_Biggin_Hill_Airport","LON, RAF Biggin Hill"
2429,"EGKK","large_airport","London Gatwick Airport",51.1481,-0.190278,202,"EU","GB","GB-ENG","London","yes","EGKK","LGW","","http://www.gatwickairport.com/","http://en.wikipedia.org/wiki/London_Gatwick_Airport","LON, Crawley, Charlwood"
2430,"EGLC","medium_airport","London City Airport",51.5053,0.055278,19,"EU","GB","GB-ENG","London","yes","EGLC","LCY","","http://www.londoncityairport.com/","http://en.wikipedia.org/wiki/London_City_Airport","LON"
2431,"EGLF","medium_airport","Farnborough Airport",51.2758,-0.776333,238,"EU","GB","GB-ENG","Farnborough","no","EGLF","FAB","","http://www.tagaviation.com","http://en.wikipedia.org/wiki/Farnborough_Airfield","TAG London Farnborough Airport, RAE Farnborough, EGUF"
2433,"EGLK","medium_airport","Blackbushe Airport",51.3239,-0.8475,325,"EU","GB","GB-ENG","Yateley","no","EGLK","BBS","","http://www.blackbusheairport.co.uk/","http://en.wikipedia.org/wiki/Blackbushe_Airport","RAF Hartford Bridge"
2434,"EGLL","large_airport","London Heathrow Airport",51.4706,-0.461941,83,"EU","GB","GB-ENG","London","yes","EGLL","LHR","","http://www.heathrowairport.com/","http://en.wikipedia.org/wiki/London_Heathrow_Airport","LON, Londres"
2435,"EGMC","medium_airport","Southend Airport",51.5714,0.695556,49,"EU","GB","GB-ENG","Southend","yes","EGMC","SEN","","http://www.southendairport.com/","http://en.wikipedia.org/wiki/London_Southend_Airport","RAF Rochford"
2436,"EGMD","medium_airport","Lydd Airport",50.9561,0.939167,13,"EU","GB","GB-ENG","Lydd, Ashford","yes","EGMD","LYX","","http://www.lydd-airport.co.uk/","http://en.wikipedia.org/wiki/London_Ashford_Airport","London Ashford"
2439,"EGNC","medium_airport","Carlisle Airport",54.9375,-2.80917,190,"EU","GB","GB-ENG","Carlisle","no","EGNC","CAX","","","http://en.wikipedia.org/wiki/Carlisle_Airport",""
2441,"EGNH","medium_airport","Blackpool International Airport",53.7717,-3.02861,34,"EU","GB","GB-ENG","Blackpool","yes","EGNH","BLK","","http://www.blackpoolinternational.com/","http://en.wikipedia.org/wiki/Blackpool_International_Airport",""
2442,"EGNJ","medium_airport","Humberside Airport",53.5744,-0.350833,121,"EU","GB","GB-ENG","Grimsby","yes","EGNJ","HUY","","http://www.humbersideairport.com/","http://en.wikipedia.org/wiki/Humberside_Airport","RAF Kirmington"
2443,"EGNL","medium_airport","Barrow Walney Island Airport",54.1286,-3.2675,173,"EU","GB","GB-ENG","Barrow-in-Furness","no","EGNL","BWF","","http://www.walneyairfield.multiservers.com/","http://en.wikipedia.org/wiki/Barrow/Walney_Island_Airfield",""
2444,"EGNM","large_airport","Leeds Bradford Airport",53.8659,-1.66057,681,"EU","GB","GB-ENG","Leeds","yes","EGNM","LBA","","http://www.lbia.co.uk/","http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport",""
2445,"EGNO","medium_airport","Warton Airport",53.7451,-2.88306,55,"EU","GB","GB-ENG","Warton","no","EGNO","WRT","","","http://en.wikipedia.org/wiki/Warton_Aerodrome",""
2446,"EGNR","medium_airport","Hawarden Airport",53.1781,-2.97778,45,"EU","GB","GB-WLS","Hawarden","yes","EGNR","CEG","","","http://en.wikipedia.org/wiki/Hawarden_Airport","Chester"
2447,"EGNS","medium_airport","Isle of Man Airport",54.0833,-4.62389,52,"EU","IM","IM-U-A","Castletown","yes","EGNS","IOM","","http://www.iom-airport.com/","http://en.wikipedia.org/wiki/Isle_of_Man_Airport","Ronaldsway, Douglas"
2448,"EGNT","large_airport","Newcastle Airport",55.0375,-1.69167,266,"EU","GB","GB-ENG","Newcastle","yes","EGNT","NCL","","http://www.newcastleairport.com/","http://en.wikipedia.org/wiki/Newcastle_Airport",""
2449,"EGNV","medium_airport","Durham Tees Valley Airport",54.5092,-1.42941,120,"EU","GB","GB-ENG","Durham","yes","EGNV","MME","","http://www.durhamteesvalleyairport.com/","http://en.wikipedia.org/wiki/Durham_Tees_Valley_Airport","Teesside"
2450,"EGNX","large_airport","East Midlands Airport",52.8311,-1.32806,306,"EU","GB","GB-ENG","Nottingham","yes","EGNX","EMA","","http://www.eastmidlandsairport.com/","http://en.wikipedia.org/wiki/East_Midlands_Airport","RAF Castle Donington"
2454,"EGOV","medium_airport","Anglesey Airport",53.2481,-4.53534,37,"EU","GB","GB-WLS","Angelsey","yes","EGOV","VLY","","http://www.angleseyairport.com/","http://en.wikipedia.org/wiki/Anglesey_Airport","Maes Awyr Môn, RAF Valley"
2456,"EGPA","medium_airport","Kirkwall Airport",58.9578,-2.905,50,"EU","GB","GB-SCT","Orkney Islands","yes","EGPA","KOI","","","http://en.wikipedia.org/wiki/Kirkwall_Airport",""
2457,"EGPB","medium_airport","Sumburgh Airport",59.8789,-1.29556,20,"EU","GB","GB-SCT","Lerwick","yes","EGPB","LSI","","http://www.hial.co.uk/sumburgh-airport.html","http://en.wikipedia.org/wiki/Sumburgh_Airport","Shetlands"
2458,"EGPC","medium_airport","Wick Airport",58.4589,-3.09306,126,"EU","GB","GB-SCT","Wick","yes","EGPC","WIC","","http://www.hial.co.uk/wick-airport.html","http://en.wikipedia.org/wiki/Wick_Airport",""
2459,"EGPD","large_airport","Aberdeen Dyce Airport",57.2019,-2.19778,215,"EU","GB","GB-SCT","Aberdeen","yes","EGPD","ABZ","","http://www.aberdeenairport.com/","http://en.wikipedia.org/wiki/Aberdeen_Airport",""
2460,"EGPE","medium_airport","Inverness Airport",57.5425,-4.0475,31,"EU","GB","GB-SCT","Inverness","yes","EGPE","INV","","http://www.hial.co.uk/inverness-airport.html","http://en.wikipedia.org/wiki/Inverness_Airport",""
2461,"EGPF","large_airport","Glasgow International Airport",55.8719,-4.43306,26,"EU","GB","GB-SCT","Glasgow","yes","EGPF","GLA","","http://www.glasgowairport.com/","http://en.wikipedia.org/wiki/Glasgow_International_Airport","Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,"EGPH","large_airport","Edinburgh Airport",55.95,-3.3725,135,"EU","GB","GB-SCT","Edinburgh","yes","EGPH","EDI","","http://www.edinburghairport.com/","http://en.wikipedia.org/wiki/Edinburgh_Airport",""
2463,"EGPI","medium_airport","Islay Airport",55.6819,-6.25667,56,"EU","GB","GB-SCT","Port Ellen","yes","EGPI","ILY","","","http://en.wikipedia.org/wiki/Islay_Airport","Glenegedale"
2464,"EGPK","medium_airport","Glasgow Prestwick Airport",55.5094,-4.58667,65,"EU","GB","GB-SCT","Glasgow","yes","EGPK","PIK","","http://www.glasgowprestwick.com/","http://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport",""
2465,"EGPL","medium_airport","Benbecula Airport",57.4811,-7.36278,19,"EU","GB","GB-SCT","Balivanich","yes","EGPL","BEB","","http://www.hial.co.uk/benbecula-airport.html","http://en.wikipedia.org/wiki/Benbecula_Airport",""
2466,"EGPM","medium_airport","Scatsta Airport",60.4328,-1.29611,81,"EU","GB","GB-SCT","Shetland Islands","no","EGPM","SCS","","","http://en.wikipedia.org/wiki/Scatsta_Airport",""
2467,"EGPN","medium_airport","Dundee Airport",56.4525,-3.02583,17,"EU","GB","GB-SCT","Dundee","yes","EGPN","DND","","http://www.hial.co.uk/dundee-airport.html","http://en.wikipedia.org/wiki/Dundee_Airport",""
2468,"EGPO","medium_airport","Stornoway Airport",58.2156,-6.33111,26,"EU","GB","GB-SCT","Stornoway","yes","EGPO","SYY","","http://www.hial.co.uk/stornoway-airport.html","http://en.wikipedia.org/wiki/Stornoway_Airport","Lewis"
2469,"EGPU","medium_airport","Tiree Airport",56.4992,-6.86917,38,"EU","GB","GB-SCT","Balemartine","yes","EGPU","TRE","","http://www.hial.co.uk/tiree-airport.html","http://en.wikipedia.org/wiki/Tiree_Airport","Inner Hebrides"
2470,"EGQK","medium_airport","RAF Kinloss",57.6494,-3.56064,22,"EU","GB","GB-SCT","Kinloss","no","EGQK","FSS","","","http://en.wikipedia.org/wiki/RAF_Kinloss",""
2471,"EGQL","medium_airport","RAF Leuchars",56.3729,-2.86844,38,"EU","GB","GB-SCT","St. Andrews","no","EGQL","ADX","","","http://en.wikipedia.org/wiki/RAF_Leuchars",""
2472,"EGQS","medium_airport","RAF Lossiemouth",57.7052,-3.33917,42,"EU","GB","GB-SCT","Lossiemouth","no","EGQS","LMO","","http://www.raf.mod.uk/raflossiemouth/","http://en.wikipedia.org/wiki/RAF_Lossiemouth",""
2473,"EGSC","medium_airport","Cambridge Airport",52.205,0.175,47,"EU","GB","GB-ENG","Cambridge","no","EGSC","CBG","","http://www.cambridgeairport.com/","http://en.wikipedia.org/wiki/Cambridge_Airport","Cambridge City,Cambridge"
2475,"EGSH","large_airport","Norwich International Airport",52.6758,1.28278,117,"EU","GB","GB-ENG","Norwich","yes","EGSH","NWI","","http://www.norwichairport.co.uk/","http://en.wikipedia.org/wiki/Norwich_International_Airport","RAF Horsham St Faith"
2476,"EGSS","large_airport","London Stansted Airport",51.885,0.235,348,"EU","GB","GB-ENG","London","yes","EGSS","STN","","http://www.stanstedairport.com/","http://en.wikipedia.org/wiki/London_Stansted_Airport","LON"
2481,"EGTE","large_airport","Exeter International Airport",50.7344,-3.41389,102,"EU","GB","GB-ENG","Exeter","yes","EGTE","EXT","","http://www.exeter-airport.co.uk/","http://en.wikipedia.org/wiki/Exeter_International_Airport",""
2483,"EGTK","medium_airport","Oxford (Kidlington) Airport",51.8369,-1.32,270,"EU","GB","GB-ENG","Kidlington","no","EGTK","OXF","","http://www.oxfordairport.co.uk/","http://en.wikipedia.org/wiki/Oxford_Airport","RAF Kidlington"
2486,"EGUB","medium_airport","RAF Benson",51.6164,-1.09583,226,"EU","GB","GB-ENG","Benson","no","EGUB","BEX","","","http://en.wikipedia.org/wiki/RAF_Benson",""
2487,"EGUL","large_airport","RAF Lakenheath",52.4093,0.561,32,"EU","GB","GB-ENG","Lakenheath","no","EGUL","LKZ","","http://www.lakenheath.af.mil/","http://en.wikipedia.org/wiki/RAF_Lakenheath",""
2488,"EGUN","large_airport","RAF Mildenhall",52.3619,0.486406,33,"EU","GB","GB-ENG","Mildenhall","no","EGUN","MHZ","","http://www.mildenhall.af.mil/","http://en.wikipedia.org/wiki/RAF_Mildenhall",""
2491,"EGUY","medium_airport","RAF Wyton",52.3572,-0.107833,135,"EU","GB","GB-ENG","St. Ives","no","EGUY","QUY","","","http://en.wikipedia.org/wiki/RAF_Wyton",""
2492,"EGVA","large_airport","RAF Fairford",51.6822,-1.79003,286,"EU","GB","GB-ENG","Fairford","no","EGVA","FFD","","","http://en.wikipedia.org/wiki/RAF_Fairford",""
2493,"EGVN","large_airport","RAF Brize Norton",51.75,-1.58362,288,"EU","GB","GB-ENG","Brize Norton","yes","EGVN","BZZ","","http://www.raf.mod.uk/rafbrizenorton/passengers/","http://en.wikipedia.org/wiki/RAF_Brize_Norton","Royal Air Force"
2494,"EGVO","medium_airport","RAF Odiham",51.2341,-0.942825,405,"EU","GB","GB-ENG","Odiham","no","EGVO","ODH","","","http://en.wikipedia.org/wiki/RAF_Odiham",""
2496,"EGWU","medium_airport","RAF Northolt",51.553,-0.418167,124,"EU","GB","GB-ENG","London","no","EGWU","NHT","","http://www.raf.mod.uk/rafnortholt/","http://en.wikipedia.org/wiki/RAF_Northolt",""
2497,"EGXC","medium_airport","RAF Coningsby",53.093,-0.166014,25,"EU","GB","GB-ENG","Coningsby","no","EGXC","QCY","","http://www.raf.mod.uk/rafconingsby","http://en.wikipedia.org/wiki/RAF_Coningsby",""
2501,"EGXH","medium_airport","RAF Honington",52.3426,0.772939,174,"EU","GB","GB-ENG","Thetford","no","EGXH","BEQ","","","http://en.wikipedia.org/wiki/RAF_Honington",""
2503,"EGXP","medium_airport","RAF Scampton",53.3078,-0.550833,202,"EU","GB","GB-ENG","Scampton","no","EGXP","SQZ","","","http://en.wikipedia.org/wiki/RAF_Scampton",""
2505,"EGXU","medium_airport","RAF Linton-On-Ouse",54.0489,-1.25275,53,"EU","GB","GB-ENG","Linton-On-Ouse","no","EGXU","HRT","","","http://en.wikipedia.org/wiki/RAF_Linton-on-Ouse",""
2506,"EGXW","medium_airport","RAF Waddington",53.1662,-0.523811,231,"EU","GB","GB-ENG","Waddington","no","EGXW","WTN","","http://www.raf.mod.uk/rafwaddington","http://en.wikipedia.org/wiki/RAF_Waddington",""
2511,"EGYM","medium_airport","RAF Marham",52.6484,0.550692,75,"EU","GB","GB-ENG","Marham","no","EGYM","KNF","","http://www.raf.mod.uk/rafmarham/","http://en.wikipedia.org/wiki/RAF_Marham","King's Lynn"
2512,"EGYP","medium_airport","Mount Pleasant Airport",-51.8228,-58.4472,244,"SA","FK","FK-U-A","Mount Pleasant","yes","EGYP","MPN","","","http://en.wikipedia.org/wiki/RAF_Mount_Pleasant","RAF Mount Pleasant"
2513,"EHAM","large_airport","Amsterdam Airport Schiphol",52.3086,4.76389,-11,"EU","NL","NL-NH","Amsterdam","yes","EHAM","AMS","","http://www.schiphol.nl/","http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport",""
2515,"EHBK","large_airport","Maastricht Aachen Airport",50.9117,5.77014,375,"EU","NL","NL-LI","Maastricht","yes","EHBK","MST","","","http://en.wikipedia.org/wiki/Maastricht_Aachen_Airport",""
2518,"EHEH","large_airport","Eindhoven Airport",51.4501,5.37453,74,"EU","NL","NL-NB","Eindhoven","yes","EHEH","EIN","","http://www.eindhovenairport.nl/","http://en.wikipedia.org/wiki/Eindhoven_Airport","Welschap Airport"
2519,"EHGG","medium_airport","Eelde Airport",53.1197,6.57944,17,"EU","NL","NL-DR","Groningen","yes","EHGG","GRQ","","","http://en.wikipedia.org/wiki/Groningen_Airport_Eelde",""
2521,"EHKD","medium_airport","De Kooy Airport",52.9234,4.78062,3,"EU","NL","NL-NH","Den Helder","no","EHKD","DHR","","","http://en.wikipedia.org/wiki/De_Kooy",""
2522,"EHLE","medium_airport","Lelystad Airport",52.4603,5.52722,-13,"EU","NL","NL-FL","Lelystad","no","EHLE","LEY","","https://www.lelystadairport.nl/","http://en.wikipedia.org/wiki/Lelystad_Airport",""
2524,"EHRD","medium_airport","Rotterdam The Hague Airport",51.9569,4.43722,-15,"EU","NL","NL-ZH","Rotterdam","yes","EHRD","RTM","","","http://en.wikipedia.org/wiki/Rotterdam_Airport",""
2526,"EHTW","medium_airport","Twente Airport",52.2758,6.88917,114,"EU","NL","NL-OV","Enschede","no","EHTW","ENS","","https://www.twente-airport.nl/","http://en.wikipedia.org/wiki/Enschede_Airport_Twente",""
2530,"EICK","large_airport","Cork Airport",51.8413,-8.49111,502,"EU","IE","IE-C","Cork","yes","EICK","ORK","","http://www.corkairport.com/","http://en.wikipedia.org/wiki/Cork_Airport","Aerfort Chorcaí"
2531,"EICM","medium_airport","Galway Airport",53.3002,-8.94159,81,"EU","IE","IE-G","Galway","yes","EICM","GWY","","http://www.galwayairport.com/","http://en.wikipedia.org/wiki/Galway_Airport",""
2532,"EIDL","medium_airport","Donegal Airport",55.0442,-8.341,30,"EU","IE","IE-DL","Donegal","yes","EIDL","CFN","","http://www.donegalairport.ie/","http://en.wikipedia.org/wiki/Donegal_Airport","Gweedore"
2533,"EIDW","large_airport","Dublin Airport",53.4213,-6.27007,242,"EU","IE","IE-D","Dublin","yes","EIDW","DUB","","http://www.dublinairport.com/","http://en.wikipedia.org/wiki/Dublin_Airport","Aerfort Bhaile Átha Cliath"
2534,"EIKN","medium_airport","Ireland West Knock Airport",53.9103,-8.81849,665,"EU","IE","IE-MO","Charleston","yes","EIKN","NOC","","http://www.irelandwestairport.com/","http://en.wikipedia.org/wiki/Ireland_West_Airport_Knock","Connaught"
2535,"EIKY","medium_airport","Kerry Airport",52.1809,-9.52378,112,"EU","IE","IE-KY","Killarney","yes","EIKY","KIR","","http://www.kerryairport.ie/","http://en.wikipedia.org/wiki/Kerry_Airport",""
2537,"EINN","large_airport","Shannon Airport",52.702,-8.92482,46,"EU","IE","IE-CE","Limerick","yes","EINN","SNN","","http://www.shannonairport.com/","http://en.wikipedia.org/wiki/Shannon_Airport",""
2538,"EISG","medium_airport","Sligo Airport",54.2802,-8.59921,11,"EU","IE","IE-SO","Sligo","no","EISG","SXL","","http://www.sligoairport.com/","http://en.wikipedia.org/wiki/Sligo_Airport",""
2539,"EIWF","medium_airport","Waterford Airport",52.1872,-7.08696,119,"EU","IE","IE-WD","Waterford","yes","EIWF","WAT","","http://flywaterford.com/","http://en.wikipedia.org/wiki/Waterford_Airport",""
2540,"EKAH","medium_airport","Aarhus Airport",56.3,10.619,82,"EU","DK","DK-82","Aarhus","yes","EKAH","AAR","","http://www.aar.dk/default.asp?id=87","http://en.wikipedia.org/wiki/Aarhus_Airport",""
2541,"EKBI","large_airport","Billund Airport",55.7403,9.15178,247,"EU","DK","DK-83","Billund","yes","EKBI","BLL","","http://www.billund-airport.dk/?sc_lang=en","http://en.wikipedia.org/wiki/Billund_Airport",""
2542,"EKCH","large_airport","Copenhagen Kastrup Airport",55.6179,12.656,17,"EU","DK","DK-84","Copenhagen","yes","EKCH","CPH","","http://www.cph.dk/en/","http://en.wikipedia.org/wiki/Copenhagen_Airport","København, Malmö"
2543,"EKEB","medium_airport","Esbjerg Airport",55.5259,8.5534,97,"EU","DK","DK-83","Esbjerg","yes","EKEB","EBJ","","http://www.esbjerg-lufthavn.dk/en/","http://en.wikipedia.org/wiki/Esbjerg_Airport","offshore, North Sea"
2546,"EKKA","medium_airport","Karup Airport",56.2975,9.12463,170,"EU","DK","DK-82","Karup","yes","EKKA","KRP","","","http://en.wikipedia.org/wiki/Karup_Airport",""
2548,"EKMB","medium_airport","Lolland Falster Maribo Airport",54.6993,11.4401,16,"EU","DK","DK-85","Lolland Falster / Maribo","no","EKMB","MRW","","","https://en.wikipedia.org/wiki/Lolland_Falster_Airport",""
2549,"EKOD","medium_airport","Odense Airport",55.4767,10.3309,56,"EU","DK","DK-83","Odense","yes","EKOD","ODE","","","http://en.wikipedia.org/wiki/Odense_Airport",""
2551,"EKRK","medium_airport","Copenhagen Roskilde Airport",55.5856,12.1314,146,"EU","DK","DK-85","Copenhagen","no","EKRK","RKE","","","http://en.wikipedia.org/wiki/Roskilde_Airport","København"
2552,"EKRN","medium_airport","Bornholm Airport",55.0633,14.7596,52,"EU","DK","DK-84","Rønne","yes","EKRN","RNN","","http://www.bornholms-lufthavn.dk/en/","http://en.wikipedia.org/wiki/Bornholm_Airport","Roenne"
2553,"EKSB","medium_airport","Sønderborg Airport",54.9644,9.79173,24,"EU","DK","DK-83","Sønderborg","yes","EKSB","SGD","","","http://en.wikipedia.org/wiki/S%C3%B8nderborg_Airport","Sonderborg, Soenderborg"
2554,"EKSN","medium_airport","Sindal Airport",57.5035,10.2294,92,"EU","DK","DK-81","Sindal","yes","EKSN","CNL","","http://www.eksn.dk/","",""
2556,"EKSV","medium_airport","Skive Airport",56.5502,9.17298,74,"EU","DK","DK-82","Skive","no","EKSV","SQW","","","",""
2557,"EKTS","medium_airport","Thisted Airport",57.0688,8.70522,23,"EU","DK","DK-81","Thisted","no","EKTS","TED","","","http://en.wikipedia.org/wiki/Thisted_Airport",""
2559,"EKVG","medium_airport","Vagar Airport",62.0636,-7.27722,280,"EU","FO","FO-U-A","Vagar","yes","EKVG","FAE","","http://www.floghavn.fo/","http://en.wikipedia.org/wiki/V%C3%A1gar_Airport","Faroes"
2561,"EKVJ","medium_airport","Stauning Airport",55.9901,8.35391,17,"EU","DK","DK-82","Skjern / Ringkøbing","no","EKVJ","STA","","","",""
2562,"EKYT","large_airport","Aalborg Airport",57.0928,9.84924,10,"EU","DK","DK-81","Aalborg","yes","EKYT","AAL","","http://www.aal.dk","http://en.wikipedia.org/wiki/Aalborg_Airport",""
